client_num;customer_age;gender;dependent_count;education_level;marital_status;state_cd;zipcode;car_owner;house_owner;personal_loan;contact;customer_job;income;cust_satisfaction_score;card_category;annual_fees;activation_30_days;customer_acq_cost;week_start_date;week_num;qtr;current_year;credit_limit;total_revolving_bal;total_trans_amt;total_trans_vol;avg_utilization_ratio;use_chip;exp_type;interest_earned;delinquent_acc
711817158;46;F;3;Graduate;Married;CA;91750;no;no;no;cellular;Selfemployeed;28815;2;Blue;290;1;92;05-03-2023;Week-10;Q1;2023;3143;1075;2510;57;0.342;Swipe ;Bills;351.4;0
711819708;56;F;2;Unknown;Married;TX;91750;no;yes;yes;cellular;Businessman;24671;3;Blue;470;0;89;05-03-2023;Week-10;Q1;2023;4734;2517;2275;55;0.532;Swipe ;Entertainment;136.5;0
711822933;53;M;3;Doctorate;Single;NJ;91750;no;no;no;unknown;Businessman;154296;1;Blue;400;0;117;05-03-2023;Week-10;Q1;2023;2985;1651;14187;103;0.553;Chip ;Food;1418.7;0
711824358;39;M;5;Graduate;Single;FL;91750;no;no;no;cellular;Selfemployeed;66806;1;Blue;405;1;151;05-03-2023;Week-10;Q1;2023;3228;0;4524;70;0;Chip ;Grocery;271.44;0
711825558;34;F;1;Graduate;Married;NY;91750;no;no;no;cellular;White-collar;39175;2;Blue;190;1;80;05-03-2023;Week-10;Q1;2023;1518;1115;3595;65;0.735;Swipe ;Entertainment;215.7;0
711826983;52;F;2;High School;Married;TX;91750;no;no;no;unknown;Govt;35656;1;Blue;150;1;83;05-03-2023;Week-10;Q1;2023;5822;0;3240;38;0;Swipe ;Food;874.8;0
711827958;41;F;3;Graduate;Married;CA;91750;no;no;no;cellular;Selfemployeed;5525;3;Blue;245;1;53;05-03-2023;Week-10;Q1;2023;5100;1970;1032;26;0.386;Swipe ;Fuel;278.64;0
711830433;52;M;4;Graduate;Married;TX;91750;no;yes;no;cellular;Businessman;106074;3;Blue;410;1;105;05-03-2023;Week-10;Q1;2023;7926;1051;7677;87;0.133;Online ;Fuel;460.62;0
711831558;48;F;3;Graduate;Married;CA;91750;yes;yes;no;cellular;Govt;35706;3;Blue;330;1;88;05-03-2023;Week-10;Q1;2023;7184;1207;3244;58;0.168;Swipe ;Entertainment;940.76;0
711832533;47;F;4;Uneducated;Single;CA;91750;yes;no;no;cellular;White-collar;41437;3;Silver;440;0;50;05-03-2023;Week-10;Q1;2023;34516;1396;3748;62;0.04;Chip ;Bills;824.56;0
711833508;40;M;2;Unknown;Single;TX;91750;no;no;no;cellular;Selfemployeed;72414;1;Blue;195;1;99;05-03-2023;Week-10;Q1;2023;1536;0;4643;89;0;Swipe ;Entertainment;417.87;0
711834708;46;F;2;Unknown;Unknown;NY;91750;no;no;no;unknown;Businessman;230558;1;Gold;175;1;93;05-03-2023;Week-10;Q1;2023;4047;1482;16191;102;0.366;Chip ;Food;2752.47;0
711835758;46;F;3;High School;Married;NY;91750;yes;no;no;unknown;Businessman;15080;3;Blue;325;1;80;05-03-2023;Week-10;Q1;2023;34516;2099;1756;35;0.061;Swipe ;Grocery;122.92;0
711836733;41;F;2;Graduate;Single;NY;91750;no;yes;no;unknown;Retirees;17299;3;Blue;415;1;120;05-03-2023;Week-10;Q1;2023;1438.3;0;1867;45;0;Swipe ;Travel;298.72;0
711838008;55;M;2;Graduate;Single;FL;91750;yes;no;no;telephone;White-collar;118490;1;Blue;125;0;116;05-03-2023;Week-10;Q1;2023;6407;478;9322;77;0.075;Swipe ;Bills;2610.16;0
711840408;49;F;1;Uneducated;Unknown;FL;91750;yes;no;no;cellular;Govt;12720;1;Blue;150;1;83;05-03-2023;Week-10;Q1;2023;2492;1424;1375;30;0.571;Swipe ;Food;110;0
711842508;51;M;3;Uneducated;Married;NY;91750;no;yes;no;cellular;Blue-collar;108104;3;Blue;455;0;68;05-03-2023;Week-10;Q1;2023;9303;1580;7825;87;0.17;Swipe ;Grocery;469.5;0
711843708;45;F;1;Unknown;Single;TX;91750;no;yes;yes;unknown;Govt;33075;1;Blue;200;1;86;05-03-2023;Week-10;Q1;2023;2125;0;2860;38;0;Swipe ;Fuel;657.8;0
711844758;59;F;0;Doctorate;Married;CA;91750;yes;no;no;cellular;Selfemployeed;13064;1;Blue;410;1;120;05-03-2023;Week-10;Q1;2023;13551;1294;1388;37;0.095;Swipe ;Bills;305.36;0
711846183;44;F;2;Unknown;Single;FL;91750;no;no;no;cellular;Blue-collar;24559;2;Blue;335;1;118;05-03-2023;Week-10;Q1;2023;2669;0;2271;31;0;Swipe ;Bills;613.17;0
711847833;47;M;3;High School;Married;TX;91750;yes;yes;no;telephone;White-collar;79994;2;Blue;340;1;103;05-03-2023;Week-10;Q1;2023;1933;1127;4833;71;0.583;Swipe ;Fuel;869.94;0
711848658;41;F;2;High School;Married;TX;91750;no;yes;no;unknown;White-collar;15777;3;Blue;395;1;84;05-03-2023;Week-10;Q1;2023;2259;1776;1790;31;0.786;Swipe ;Bills;393.8;0
711850533;45;F;2;Doctorate;Single;TX;91750;no;yes;no;cellular;White-collar;56032;3;Blue;420;1;76;05-03-2023;Week-10;Q1;2023;3818;0;4272;71;0;Chip ;Bills;341.76;0
711851583;35;M;4;Graduate;Single;NY;91750;no;no;no;cellular;Blue-collar;78548;3;Blue;335;1;86;05-03-2023;Week-10;Q1;2023;8220;1015;4794;77;0.123;Swipe ;Entertainment;1246.44;0
711852783;37;F;3;High School;Married;FL;91750;no;no;no;telephone;Businessman;37487;3;Blue;410;0;90;05-03-2023;Week-10;Q1;2023;5746;1572;3446;56;0.274;Swipe ;Bills;482.44;0
711854808;49;M;4;Graduate;Married;NY;91750;no;no;no;cellular;Businessman;76033;2;Blue;245;0;86;05-03-2023;Week-10;Q1;2023;34516;0;4734;57;0;Swipe ;Fuel;852.12;0
711856683;46;M;3;Doctorate;Married;NY;91750;yes;yes;no;cellular;Blue-collar;103032;3;Blue;200;0;105;05-03-2023;Week-10;Q1;2023;1590;1273;7352;80;0.801;Swipe ;Entertainment;441.12;0
711857733;35;F;3;Uneducated;Married;FL;91750;no;no;no;cellular;Blue-collar;12010;1;Blue;455;0;115;05-03-2023;Week-10;Q1;2023;18584;2517;1330;34;0.135;Swipe ;Bills;359.1;0
711861258;34;M;1;Graduate;Unknown;NY;91750;yes;yes;no;cellular;Blue-collar;48654;3;Blue;300;1;81;05-03-2023;Week-10;Q1;2023;4182;0;4046;57;0;Swipe ;Entertainment;1132.88;0
711862533;59;F;0;Graduate;Married;TX;91750;yes;yes;no;cellular;Businessman;28605;1;Blue;460;1;92;05-03-2023;Week-10;Q1;2023;2258;2000;2500;42;0.886;Swipe ;Grocery;500;0
711863433;42;F;5;Uneducated;Unknown;AZ;86503;no;yes;no;unknown;Businessman;221163;3;Blue;290;1;104;05-03-2023;Week-10;Q1;2023;3789;1782;15670;116;0.47;Chip ;Food;4230.9;0
711864783;52;F;4;High School;Single;NJ;91750;yes;no;no;cellular;Selfemployeed;9535;2;Blue;435;0;88;05-03-2023;Week-10;Q1;2023;2201;1138;1199;32;0.517;Swipe ;Bills;239.8;0
711866358;54;M;4;Graduate;Married;NY;91750;no;no;no;cellular;Blue-collar;62024;1;Blue;175;0;85;05-03-2023;Week-10;Q1;2023;10136;0;4429;78;0;Swipe ;Entertainment;265.74;0
711870333;41;F;3;High School;Unknown;NY;91750;no;no;no;cellular;Selfemployeed;14975;1;Blue;350;1;94;05-03-2023;Week-10;Q1;2023;34516;1597;1628;51;0.046;Swipe ;Bills;293.04;0
711871758;57;F;4;High School;Married;NJ;91750;no;no;no;telephone;Retirees;28391;2;Blue;225;1;101;05-03-2023;Week-10;Q1;2023;2905;2517;2487;39;0.866;Chip ;Grocery;373.05;0
711873033;41;F;3;Doctorate;Married;CA;91750;yes;no;no;unknown;Blue-collar;29532;3;Blue;440;0;121;05-03-2023;Week-10;Q1;2023;1438.3;0;2549;56;0;Swipe ;Bills;407.84;0
711873858;56;M;1;Uneducated;Unknown;NY;91750;no;yes;no;cellular;Blue-collar;73477;1;Blue;350;1;78;05-03-2023;Week-10;Q1;2023;3717;1882;4667;91;0.506;Swipe ;Fuel;1306.76;0
711874833;50;M;2;Graduate;Married;TX;91750;yes;no;no;unknown;Retirees;99890;1;Blue;200;0;119;05-03-2023;Week-10;Q1;2023;2449;0;5497;88;0;Online ;Entertainment;1099.4;0
711876333;44;F;3;Uneducated;Single;CA;91750;no;no;no;cellular;Selfemployeed;11714;1;Blue;250;0;58;05-03-2023;Week-10;Q1;2023;7290;2151;1312;29;0.295;Swipe ;Food;91.84;0
711877458;43;M;4;Unknown;Married;TX;91750;yes;yes;no;cellular;Selfemployeed;49563;3;Blue;395;1;78;05-03-2023;Week-10;Q1;2023;1936;0;4072;72;0;Chip ;Food;895.84;0
711878733;55;F;2;Graduate;Married;TX;91750;no;no;no;unknown;Selfemployeed;14975;2;Blue;420;1;104;05-03-2023;Week-10;Q1;2023;10264;2073;1685;45;0.202;Swipe ;Entertainment;219.05;0
711879633;50;M;2;High School;Unknown;FL;91750;yes;no;no;cellular;Businessman;64562;2;Blue;125;0;49;05-03-2023;Week-10;Q1;2023;2766;1985;4480;70;0.718;Chip ;Bills;1254.4;0
711881733;54;M;1;Graduate;Married;CA;91750;no;no;no;cellular;White-collar;68244;2;Blue;200;0;79;05-03-2023;Week-10;Q1;2023;1606;0;4548;76;0;Chip ;Bills;1046.04;0
711883833;53;M;2;Post-Graduate;Single;TX;91750;no;yes;no;cellular;Selfemployeed;76696;1;Blue;100;1;158;05-03-2023;Week-10;Q1;2023;1837;665;4752;88;0.362;Chip ;Entertainment;950.4;0
711885258;50;F;3;Uneducated;Married;CA;91750;yes;no;no;unknown;Businessman;21237;1;Blue;280;1;105;05-03-2023;Week-10;Q1;2023;7711;988;2078;42;0.128;Swipe ;Entertainment;187.02;0
711886383;57;F;1;Graduate;Married;TX;91750;no;yes;no;unknown;Businessman;27286;2;Blue;300;1;114;05-03-2023;Week-10;Q1;2023;5342;605;2426;46;0.113;Swipe ;Entertainment;460.94;0
711887583;54;F;1;Graduate;Single;TX;91750;no;no;no;unknown;Selfemployeed;2565;1;Blue;445;0;133;05-03-2023;Week-10;Q1;2023;5449;1628;836;18;0.299;Online ;Bills;183.92;0
711890808;62;M;0;Unknown;Single;NY;91750;yes;no;no;cellular;White-collar;55775;3;Blue;200;1;70;05-03-2023;Week-10;Q1;2023;2526;2048;4267;72;0.811;Swipe ;Fuel;1066.75;0
711891933;52;F;1;Graduate;Married;CA;91750;no;no;no;cellular;Retirees;36772;2;Blue;295;1;85;05-03-2023;Week-10;Q1;2023;12945;1582;3369;59;0.122;Swipe ;Grocery;370.59;0
711893358;44;F;2;Graduate;Single;NY;91750;yes;yes;no;cellular;White-collar;49937;1;Blue;330;1;95;05-03-2023;Week-10;Q1;2023;2375;1196;4087;66;0.504;Chip ;Entertainment;940.01;0
711900033;53;M;2;Graduate;Married;FL;91750;yes;yes;no;cellular;White-collar;96831;1;Blue;250;1;106;05-03-2023;Week-10;Q1;2023;4661;1734;5242;81;0.372;Swipe ;Grocery;733.88;0
711902058;59;F;0;High School;Single;IA;91750;yes;yes;no;cellular;Blue-collar;28475;2;Blue;245;0;81;05-03-2023;Week-10;Q1;2023;1438.3;0;2492;55;0;Swipe ;Entertainment;523.32;0
711904008;32;F;0;Graduate;Single;NY;91750;yes;no;no;cellular;Businessman;23481;1;Blue;250;1;162;05-03-2023;Week-10;Q1;2023;5869;0;2203;41;0;Online ;Food;594.81;0
711906033;41;F;1;High School;Single;NY;91750;no;no;no;cellular;Retirees;38634;3;Blue;150;1;90;05-03-2023;Week-10;Q1;2023;6182;1131;3546;63;0.183;Swipe ;Fuel;815.58;0
711907083;56;F;2;Graduate;Single;CA;91750;no;yes;no;cellular;Blue-collar;33752;2;Blue;420;1;86;05-03-2023;Week-10;Q1;2023;14111;1034;2950;64;0.073;Online ;Bills;708;0
711909933;32;M;0;High School;Married;FL;91750;no;no;no;cellular;Businessman;79523;3;Blue;415;0;114;05-03-2023;Week-10;Q1;2023;1621;618;4815;83;0.381;Swipe ;Bills;337.05;0
711913833;43;F;3;Graduate;Married;TX;91750;no;yes;no;cellular;Retirees;17271;2;Blue;200;0;40;05-03-2023;Week-10;Q1;2023;8818;1437;1865;31;0.163;Swipe ;Bills;167.85;0
711916533;60;M;0;Unknown;Married;CA;91750;no;no;no;cellular;Blue-collar;76081;2;Blue;100;1;65;05-03-2023;Week-10;Q1;2023;5612;1884;4734;83;0.336;Chip ;Fuel;994.14;0
711918033;47;F;5;Post-Graduate;Single;CA;91750;no;yes;no;unknown;Blue-collar;20694;2;Blue;300;1;106;05-03-2023;Week-10;Q1;2023;1468;1074;2050;32;0.732;Chip ;Grocery;328;0
711919608;48;F;1;Graduate;Unknown;TX;91750;no;no;no;cellular;Blue-collar;31646;2;Blue;125;1;136;05-03-2023;Week-10;Q1;2023;2031;1720;2702;32;0.847;Swipe ;Fuel;324.24;0
711922158;41;M;3;High School;Married;TX;91750;no;yes;no;cellular;Businessman;93515;2;Blue;335;0;119;05-03-2023;Week-10;Q1;2023;1860;0;5109;62;0;Swipe ;Grocery;306.54;1
711925608;41;F;3;Unknown;Unknown;CA;91750;no;no;no;cellular;Businessman;44349;2;Blue;250;1;86;05-03-2023;Week-10;Q1;2023;18274;1623;3886;81;0.089;Chip ;Grocery;738.34;1
711927108;42;F;3;High School;Married;NY;91750;no;yes;yes;cellular;Selfemployeed;9535;2;Blue;110;1;66;05-03-2023;Week-10;Q1;2023;9457;350;1196;28;0.037;Swipe ;Bills;107.64;1
711929058;43;F;3;Graduate;Married;NY;91750;no;no;no;unknown;Retirees;22689;2;Blue;245;1;105;05-03-2023;Week-10;Q1;2023;25618;1209;2157;49;0.047;Swipe ;Fuel;323.55;1
711934308;35;F;3;Graduate;Single;NY;91750;yes;no;no;cellular;Blue-collar;36511;3;Blue;125;0;118;05-03-2023;Week-10;Q1;2023;1705;0;3342;62;0;Swipe ;Food;434.46;1
711935283;51;F;3;Unknown;Single;CA;91750;no;no;no;cellular;Blue-collar;13841;3;Blue;320;1;95;05-03-2023;Week-10;Q1;2023;1438.3;0;1427;36;0;Online ;Entertainment;356.75;1
711937158;47;M;5;High School;Married;FL;91750;no;no;no;cellular;Blue-collar;80398;2;Blue;95;1;73;05-03-2023;Week-10;Q1;2023;2501;0;4837;87;0;Chip ;Fuel;870.66;1
711939558;52;F;3;Uneducated;Single;NY;91750;yes;yes;no;cellular;Retirees;30412;2;Blue;385;1;73;05-03-2023;Week-10;Q1;2023;1534;0;2596;39;0;Chip ;Entertainment;752.84;0
711942783;52;F;2;Graduate;Married;TX;91750;no;no;no;cellular;Govt;48695;2;Blue;460;1;66;05-03-2023;Week-10;Q1;2023;2354;1909;4048;61;0.811;Online ;Grocery;809.6;0
711944733;48;M;2;Unknown;Unknown;MI;91750;no;no;no;unknown;Govt;98817;2;Blue;195;0;77;05-03-2023;Week-10;Q1;2023;1457;828;5401;93;0.568;Swipe ;Entertainment;540.1;0
711947358;49;M;4;Unknown;Married;NY;91750;no;yes;yes;cellular;White-collar;107082;2;Blue;485;0;107;05-03-2023;Week-10;Q1;2023;18991;1208;7716;83;0.064;Swipe ;Bills;1003.08;0
711948333;39;F;4;Graduate;Married;CA;91750;no;no;yes;cellular;Selfemployeed;8250;3;Blue;250;1;104;05-03-2023;Week-10;Q1;2023;9247;710;1190;30;0.077;Swipe ;Bills;249.9;0
711949683;36;F;4;High School;Married;CA;91750;no;no;no;cellular;Retirees;17711;2;Blue;490;1;121;05-03-2023;Week-10;Q1;2023;4410;2517;1883;44;0.571;Online ;Bills;320.11;0
711953358;48;M;4;Graduate;Married;TX;91750;no;no;no;cellular;White-collar;70588;2;Blue;460;1;100;05-03-2023;Week-10;Q1;2023;6205;2264;4605;88;0.365;Swipe ;Food;552.6;0
711954558;53;F;1;Graduate;Single;CA;91750;no;no;no;cellular;Blue-collar;12066;2;Blue;100;1;84;05-03-2023;Week-10;Q1;2023;2636;2357;1333;34;0.894;Swipe ;Fuel;213.28;0
711957708;52;F;3;Graduate;Married;TX;91750;no;no;no;cellular;Govt;20977;2;Blue;245;1;78;05-03-2023;Week-10;Q1;2023;2717;1591;2064;33;0.586;Swipe ;Entertainment;144.48;0
711963183;52;M;3;Graduate;Married;CA;91750;no;no;no;unknown;White-collar;105229;3;Blue;335;1;122;05-03-2023;Week-10;Q1;2023;5128;0;7588;98;0;Swipe ;Grocery;607.04;0
711964533;53;F;2;Graduate;Married;FL;91750;yes;no;yes;cellular;Blue-collar;52024;2;Blue;175;1;86;05-03-2023;Week-10;Q1;2023;6111;2517;4155;68;0.412;Swipe ;Fuel;498.6;0
711967158;41;F;3;Graduate;Single;CA;91750;no;yes;no;cellular;Businessman;59112;3;Blue;200;1;116;05-03-2023;Week-10;Q1;2023;2211;1370;4359;79;0.62;Chip ;Travel;348.72;0
711968358;51;F;2;High School;Single;NY;91750;no;no;no;cellular;Businessman;51925;3;Blue;245;0;92;05-03-2023;Week-10;Q1;2023;2638;1423;4153;77;0.539;Swipe ;Food;872.13;0
711970533;53;F;3;High School;Single;NY;91750;no;no;no;cellular;Retirees;59174;3;Blue;200;0;123;12-03-2023;Week-11;Q1;2023;1491;1349;4365;71;0.905;Chip ;Bills;436.5;0
711977508;56;F;3;Post-Graduate;Single;CA;91750;yes;no;no;cellular;White-collar;22351;2;Blue;190;1;112;12-03-2023;Week-11;Q1;2023;1440;1211;2141;40;0.841;Chip ;Bills;428.2;0
711978858;41;M;5;Graduate;Married;TX;91750;no;no;no;cellular;Govt;61657;2;Blue;330;1;114;12-03-2023;Week-11;Q1;2023;6834;900;4422;70;0.132;Swipe ;Entertainment;265.32;0
711982383;55;M;2;Uneducated;Single;TX;91750;yes;yes;no;telephone;Businessman;74464;3;Blue;390;0;164;12-03-2023;Week-11;Q1;2023;21805;1777;4694;79;0.081;Online ;Grocery;281.64;0
711984633;36;M;2;High School;Single;NY;91750;yes;no;no;cellular;Retirees;59362;2;Blue;150;0;111;12-03-2023;Week-11;Q1;2023;2328;1953;4373;89;0.839;Swipe ;Food;262.38;0
711985833;44;F;2;Uneducated;Single;TX;91750;no;yes;no;cellular;Selfemployeed;8250;3;Blue;250;1;111;12-03-2023;Week-11;Q1;2023;2569;1605;1190;46;0.625;Swipe ;Bills;285.6;0
711989358;48;M;3;Graduate;Married;FL;91750;no;yes;yes;cellular;Blue-collar;42559;3;Blue;465;1;126;12-03-2023;Week-11;Q1;2023;19595;1187;3811;62;0.061;Swipe ;Entertainment;342.99;0
711990933;36;F;2;Post-Graduate;Married;NY;91750;no;yes;yes;cellular;Retirees;36086;2;Blue;385;0;40;12-03-2023;Week-11;Q1;2023;2295;0;3292;62;0;Swipe ;Bills;823;0
711992133;58;M;2;High School;Single;TX;91750;no;yes;yes;cellular;Blue-collar;78857;2;Blue;125;1;84;12-03-2023;Week-11;Q1;2023;2596;868;4801;72;0.334;Swipe ;Bills;1008.21;0
711993258;41;M;3;Graduate;Single;CA;91750;no;no;no;cellular;Selfemployeed;54885;2;Blue;250;0;89;12-03-2023;Week-11;Q1;2023;8264;2057;4240;73;0.249;Chip ;Entertainment;296.8;0
711994458;42;F;4;Graduate;Single;CA;91750;yes;yes;no;cellular;Retirees;54620;2;Blue;345;0;73;12-03-2023;Week-11;Q1;2023;1537;0;4234;75;0;Swipe ;Grocery;508.08;0
711999783;52;F;2;Graduate;Unknown;FL;91750;yes;yes;no;unknown;Blue-collar;13330;2;Blue;395;1;114;12-03-2023;Week-11;Q1;2023;4740;1348;1406;23;0.284;Swipe ;Bills;224.96;0
712000758;48;F;3;Graduate;Married;TX;91750;yes;no;no;cellular;Blue-collar;47176;2;Silver;465;1;65;12-03-2023;Week-11;Q1;2023;34516;1959;3997;54;0.057;Swipe ;Fuel;959.28;0
712003083;49;F;4;Graduate;Married;TX;91750;no;no;no;cellular;Selfemployeed;14975;3;Blue;475;0;78;12-03-2023;Week-11;Q1;2023;34516;2102;1612;33;0.061;Swipe ;Travel;274.04;0
712004208;40;F;2;Graduate;Single;FL;91750;no;no;no;unknown;Retirees;19505;3;Blue;250;0;78;12-03-2023;Week-11;Q1;2023;3422;0;1973;59;0;Swipe ;Bills;177.57;0
712005108;49;F;2;Post-Graduate;Married;TX;91750;yes;no;no;unknown;Selfemployeed;12773;2;Silver;450;1;48;12-03-2023;Week-11;Q1;2023;3156;2155;1376;44;0.683;Swipe ;Grocery;302.72;0
712006308;53;F;2;Uneducated;Married;NY;91750;yes;no;no;cellular;Blue-collar;10517;2;Blue;100;1;108;12-03-2023;Week-11;Q1;2023;5923;1686;1236;35;0.285;Swipe ;Bills;333.72;0
712009083;53;M;1;Graduate;Married;CA;91750;no;yes;yes;cellular;Govt;117599;2;Blue;200;0;119;12-03-2023;Week-11;Q1;2023;8290;1030;8980;93;0.124;Online ;Food;1347;0
712010358;50;M;3;Post-Graduate;Single;NJ;91750;no;no;no;cellular;White-collar;105018;3;Blue;150;1;44;12-03-2023;Week-11;Q1;2023;3999;0;7567;76;0;Swipe ;Food;529.69;0
712011633;40;F;3;High School;Single;TX;91750;yes;no;no;cellular;White-collar;39913;2;Blue;325;0;75;12-03-2023;Week-11;Q1;2023;2797;850;3652;64;0.304;Swipe ;Grocery;1059.08;0
712012758;45;F;4;Unknown;Single;CA;91750;no;yes;no;telephone;Selfemployeed;53293;2;Blue;325;1;138;12-03-2023;Week-11;Q1;2023;2189;1860;4195;81;0.85;Swipe ;Entertainment;964.85;0
712013808;48;F;3;Graduate;Married;CA;91750;no;no;no;cellular;Businessman;53332;2;Blue;435;0;93;12-03-2023;Week-11;Q1;2023;2717;1720;4196;71;0.633;Swipe ;Grocery;755.28;0
712014708;45;M;4;Graduate;Married;CA;91750;no;no;no;cellular;Selfemployeed;66582;2;Blue;300;0;98;12-03-2023;Week-11;Q1;2023;2912;1501;4518;90;0.515;Chip ;Fuel;496.98;0
712018233;51;M;2;High School;Married;FL;91750;no;yes;no;cellular;Blue-collar;74592;2;Blue;200;0;79;12-03-2023;Week-11;Q1;2023;16612;2517;4697;94;0.152;Chip ;Food;1127.28;0
712019883;62;F;0;High School;Unknown;TX;91750;no;no;no;unknown;Retirees;36473;3;Blue;435;1;78;12-03-2023;Week-11;Q1;2023;12778;1528;3337;69;0.12;Swipe ;Grocery;333.7;0
712021233;47;M;3;Uneducated;Single;TX;91750;no;yes;no;cellular;White-collar;118797;2;Blue;495;0;118;12-03-2023;Week-11;Q1;2023;23399;0;9356;74;0;Swipe ;Grocery;748.48;0
712022883;47;M;2;Post-Graduate;Single;TX;91750;yes;no;no;cellular;Retirees;68534;2;Blue;100;1;110;12-03-2023;Week-11;Q1;2023;2204;919;4555;82;0.417;Chip ;Grocery;865.45;0
712024908;51;F;1;High School;Married;NJ;91750;no;no;no;cellular;Selfemployeed;14085;2;Blue;125;0;73;12-03-2023;Week-11;Q1;2023;2641;1257;1439;39;0.476;Swipe ;Bills;187.07;0
712025958;53;M;3;Graduate;Married;NJ;91750;no;no;no;telephone;Businessman;180122;3;Silver;220;0;83;12-03-2023;Week-11;Q1;2023;34516;1420;14672;110;0.041;Swipe ;Bills;4254.88;0
712027683;54;F;4;Graduate;Single;NY;91750;yes;yes;no;cellular;Blue-collar;12104;2;Blue;270;0;119;12-03-2023;Week-11;Q1;2023;5544;1184;1336;38;0.214;Swipe ;Bills;280.56;0
712029783;56;M;1;Uneducated;Married;NJ;91750;yes;no;no;cellular;Businessman;108202;2;Silver;400;1;114;12-03-2023;Week-11;Q1;2023;34516;2253;7836;93;0.065;Swipe ;Food;548.52;0
712030833;59;F;0;Uneducated;Single;NY;91750;no;yes;no;unknown;Selfemployeed;1250;2;Silver;425;0;164;12-03-2023;Week-11;Q1;2023;34516;0;691;15;0;Swipe ;Travel;89.83;0
712033833;53;M;3;Graduate;Married;FL;91750;yes;yes;no;cellular;Retirees;44756;3;Blue;490;1;80;12-03-2023;Week-11;Q1;2023;1874;1341;3899;70;0.716;Online ;Fuel;1130.71;0
712036383;44;F;2;Graduate;Married;NY;91750;no;no;no;cellular;White-collar;119212;2;Blue;125;1;111;12-03-2023;Week-11;Q1;2023;18418;0;9980;68;0;Chip ;Travel;1696.6;0
712037358;39;F;3;High School;Unknown;CA;91750;no;no;no;cellular;Selfemployeed;14975;2;Blue;340;1;75;12-03-2023;Week-11;Q1;2023;5146;1773;1509;45;0.345;Swipe ;Entertainment;301.8;0
712038258;64;F;1;Graduate;Single;NY;91750;yes;no;no;cellular;Selfemployeed;29435;2;Blue;250;1;91;12-03-2023;Week-11;Q1;2023;32838;1717;2538;42;0.052;Chip ;Grocery;228.42;0
712040433;40;F;3;Graduate;Married;FL;91750;no;no;no;unknown;Selfemployeed;21500;3;Blue;415;1;62;12-03-2023;Week-11;Q1;2023;2306;2200;2097;57;0.954;Swipe ;Fuel;587.16;0
712043433;37;M;3;Uneducated;Single;CA;91750;no;yes;no;cellular;Blue-collar;10115;2;Blue;420;1;104;12-03-2023;Week-11;Q1;2023;11329;1180;1213;33;0.104;Swipe ;Fuel;72.78;0
712044558;52;M;3;Post-Graduate;Married;FL;91750;yes;yes;no;cellular;Businessman;100956;2;Silver;465;1;72;12-03-2023;Week-11;Q1;2023;14563;1309;6408;70;0.09;Swipe ;Food;961.2;0
712046808;65;F;0;Graduate;Married;CA;91750;yes;no;no;cellular;White-collar;19998;3;Blue;445;0;159;12-03-2023;Week-11;Q1;2023;3802;1558;2003;43;0.41;Swipe ;Fuel;280.42;0
712048008;45;F;3;Uneducated;Single;TX;91750;no;yes;no;cellular;Blue-collar;51059;3;Blue;480;1;112;12-03-2023;Week-11;Q1;2023;2610;1988;4127;69;0.762;Chip ;Food;371.43;0
712049208;51;F;2;Graduate;Single;FL;91750;no;no;no;cellular;Blue-collar;10538;3;Blue;370;1;130;12-03-2023;Week-11;Q1;2023;3955;2517;1238;25;0.636;Swipe ;Travel;74.28;0
712050933;38;F;2;Graduate;Single;NY;91750;yes;yes;yes;cellular;Selfemployeed;14975;3;Blue;300;1;90;12-03-2023;Week-11;Q1;2023;25190;0;1533;41;0;Online ;Entertainment;337.26;0
712052058;49;F;2;Graduate;Single;FL;91750;yes;no;no;cellular;White-collar;53825;2;Blue;250;1;90;12-03-2023;Week-11;Q1;2023;9426;1574;4212;75;0.167;Swipe ;Entertainment;758.16;0
712053033;54;M;3;Graduate;Married;FL;91750;yes;yes;no;cellular;White-collar;114539;2;Blue;470;0;87;12-03-2023;Week-11;Q1;2023;3841;1411;8444;81;0.367;Swipe ;Entertainment;759.96;0
712055433;45;F;2;Uneducated;Married;TX;91750;no;no;no;cellular;Businessman;152497;3;Blue;200;0;107;12-03-2023;Week-11;Q1;2023;3600;2072;14137;116;0.576;Swipe ;Fuel;4099.73;0
712058133;47;M;3;Unknown;Married;TX;91750;yes;yes;yes;cellular;White-collar;107419;2;Blue;380;1;81;12-03-2023;Week-11;Q1;2023;2274;708;7735;74;0.311;Swipe ;Food;696.15;0
712058958;50;M;3;Uneducated;Married;TX;91750;no;no;yes;cellular;Selfemployeed;32063;2;Blue;360;0;83;12-03-2023;Week-11;Q1;2023;3480;0;2744;75;0;Online ;Travel;192.08;0
712060158;41;F;2;High School;Single;CA;91750;yes;no;no;cellular;Selfemployeed;28373;3;Blue;430;1;120;12-03-2023;Week-11;Q1;2023;2598;1645;2483;59;0.633;Swipe ;Bills;670.41;0
712064358;54;F;4;Graduate;Single;FL;91750;no;no;no;cellular;Selfemployeed;19889;2;Blue;300;0;100;12-03-2023;Week-11;Q1;2023;2507;1544;1999;34;0.616;Swipe ;Fuel;499.75;0
